value_name,inserted_ts,values,name,id,value_type,item_id,value_id
KP0587,2025-02-17 04:39:36,"[{'id': None, 'name': 'KP0587', 'struct': None}]",SKU,SELLER_SKU,string,MLA1366890533,
6,2025-02-17 04:39:36,"[{'id': None, 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1366890533,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1366890533,
Bonarda,2025-02-17 04:39:36,"[{'id': '2380046', 'name': 'Bonarda', 'struct': None}]",Varietal,VARIETAL,string,MLA1366890533,2380046
No incluye estuche,2025-02-17 04:39:36,"[{'id': '13437191', 'name': 'No incluye estuche', 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1366890533,13437191
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1366890533,2107333
1111,2025-02-17 04:39:36,"[{'id': None, 'name': '1111', 'struct': None}]",Año,YEAR,number,MLA1366890533,
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA603027327,
13.5 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13.5 %', 'struct': {'number': 13.5, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA603027327,
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Aromas,AROMAS,string,MLA603027327,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA603027327,-1
Via Revolucionaria,2025-02-17 04:39:36,"[{'id': '18720822', 'name': 'Via Revolucionaria', 'struct': None}]",Marca,BRAND,string,MLA603027327,18720822
Passionate Wines,2025-02-17 04:39:36,"[{'id': None, 'name': 'Passionate Wines', 'struct': None}]",Bodega,CELLAR,string,MLA603027327,
12 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '12 °C', 'struct': {'number': 12, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA603027327,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA603027327,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA603027327,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA603027327,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA603027327,2230284
Via Revolucionaria,2025-02-17 04:39:36,"[{'id': None, 'name': 'Via Revolucionaria', 'struct': None}]",Línea,LINE,string,MLA603027327,
Mendoza,2025-02-17 04:39:36,"[{'id': '17715940', 'name': 'Mendoza', 'struct': None}]",Origen,ORIGIN,string,MLA603027327,17715940
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA603027327,2290293
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Maridajes,PAIRINGS,string,MLA603027327,-1
Frágil,2025-02-17 04:39:36,"[{'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA603027327,7435883
"La Arboleada,Tupungato,Valle de Uco",2025-02-17 04:39:36,"[{'id': None, 'name': 'La Arboleada', 'struct': None}, {'id': '20415108', 'name': 'Tupungato', 'struct': None}, {'id': '20415110', 'name': 'Valle de Uco', 'struct': None}]",Regiones,REGIONS,string,MLA603027327,
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de Registro Nacional de Establecimiento (RNE),RNE_ESTABLISHMENT_NATIONAL_REGISTRATION_NUMBER,string,MLA603027327,-1
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Número de inscripción de producto (RNPA),RNPA_PRODUCT_INSCRIPTION_NUMBER,string,MLA603027327,-1
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA603027327,1359391
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA603027327,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA603027327,
Bonarda,2025-02-17 04:39:36,"[{'id': '2380046', 'name': 'Bonarda', 'struct': None}]",Varietal,VARIETAL,string,MLA603027327,2380046
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA603027327,-1
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA603027327,2107333
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA603027327,-1
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA905247450,
13.9 %,2025-02-17 04:39:36,"[{'id': '9163240', 'name': '13.9 %', 'struct': {'number': 13.9, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA905247450,9163240
"Fruta madura, herbaceo y especiado",2025-02-17 04:39:36,"[{'id': '16939806', 'name': 'Fruta madura, herbaceo y especiado', 'struct': None}]",Aromas,AROMAS,string,MLA905247450,16939806
16 meses,2025-02-17 04:39:36,"[{'id': '13043939', 'name': '16 meses', 'struct': {'number': 16, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA905247450,13043939
El Enemigo,2025-02-17 04:39:36,"[{'id': '12994118', 'name': 'El Enemigo', 'struct': None}]",Marca,BRAND,string,MLA905247450,12994118
Aleanna,2025-02-17 04:39:36,"[{'id': '13935872', 'name': 'Aleanna', 'struct': None}]",Bodega,CELLAR,string,MLA905247450,13935872
17 °C,2025-02-17 04:39:36,"[{'id': '13020287', 'name': '17 °C', 'struct': {'number': 17, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA905247450,13020287
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA905247450,-1
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA905247450,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA905247450,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA905247450,2230284
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Línea,LINE,string,MLA905247450,-1
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA905247450,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA905247450,2290293
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Maridajes,PAIRINGS,string,MLA905247450,-1
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA905247450,10792872
Contiene líquido,2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA905247450,7435885
Gualtallary,2025-02-17 04:39:36,"[{'id': '13930326', 'name': 'Gualtallary', 'struct': None}]",Regiones,REGIONS,string,MLA905247450,13930326
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA905247450,1359392
EB0063K,2025-02-17 04:39:36,"[{'id': None, 'name': 'EB0063K', 'struct': None}]",SKU,SELLER_SKU,string,MLA905247450,
6,2025-02-17 04:39:36,"[{'id': '140750', 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA905247450,140750
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA905247450,2292305
Bonarda,2025-02-17 04:39:36,"[{'id': '2380046', 'name': 'Bonarda', 'struct': None}]",Varietal,VARIETAL,string,MLA905247450,2380046
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA905247450,-1
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA905247450,2107333
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA905247450,-1
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1158584387,
13.6 %,2025-02-17 04:39:36,"[{'id': None, 'name': '13.6 %', 'struct': {'number': 13.6, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1158584387,
Frutos rojos,2025-02-17 04:39:36,"[{'id': '8869920', 'name': 'Frutos rojos', 'struct': None}]",Aromas,AROMAS,string,MLA1158584387,8869920
0 meses,2025-02-17 04:39:36,"[{'id': None, 'name': '0 meses', 'struct': {'number': 0, 'unit': 'meses'}}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1158584387,
Mara,2025-02-17 04:39:36,"[{'id': '11868061', 'name': 'Mara', 'struct': None}]",Marca,BRAND,string,MLA1158584387,11868061
Ernesto Catena,2025-02-17 04:39:36,"[{'id': '15859643', 'name': 'Ernesto Catena', 'struct': None}]",Bodega,CELLAR,string,MLA1158584387,15859643
16 °C,2025-02-17 04:39:36,"[{'id': None, 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1158584387,
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1158584387,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1158584387,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1158584387,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1158584387,2230284
Mara Bonarda,2025-02-17 04:39:36,"[{'id': '16929921', 'name': 'Mara Bonarda', 'struct': None}]",Línea,LINE,string,MLA1158584387,16929921
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1158584387,96380
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1158584387,2290293
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Maridajes,PAIRINGS,string,MLA1158584387,-1
Contiene líquido,2025-02-17 04:39:36,"[{'id': '7435885', 'name': 'Contiene líquido', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1158584387,7435885
MEnsoza,2025-02-17 04:39:36,"[{'id': '28266029', 'name': 'MEnsoza', 'struct': None}]",Regiones,REGIONS,string,MLA1158584387,28266029
Unidad,2025-02-17 04:39:36,"[{'id': '1359391', 'name': 'Unidad', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1158584387,1359391
2201,2025-02-17 04:39:36,"[{'id': None, 'name': '2201', 'struct': None}]",SKU,SELLER_SKU,string,MLA1158584387,
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1158584387,
750 mL,2025-02-17 04:39:36,"[{'id': None, 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1158584387,
Bonarda,2025-02-17 04:39:36,"[{'id': '2380046', 'name': 'Bonarda', 'struct': None}]",Varietal,VARIETAL,string,MLA1158584387,2380046
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1158584387,-1
Tinto,2025-02-17 04:39:36,"[{'id': '2107333', 'name': 'Tinto', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1158584387,2107333
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1158584387,-1
12.5 %,2025-02-17 04:39:36,"[{'id': '8897091', 'name': '12.5 %', 'struct': {'number': 12.5, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1963497802,8897091
Etchart Privado,2025-02-17 04:39:36,"[{'id': '2388478', 'name': 'Etchart Privado', 'struct': None}]",Marca,BRAND,string,MLA1963497802,2388478
Etchart,2025-02-17 04:39:36,"[{'id': '2388476', 'name': 'Etchart', 'struct': None}]",Bodega,CELLAR,string,MLA1963497802,2388476
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1963497802,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1963497802,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1963497802,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1963497802,2230284
Vino Etchart Privado Torrontes Caja X 6 Botellas 750ml,2025-02-17 04:39:36,"[{'id': '47288250', 'name': 'Vino Etchart Privado Torrontes Caja X 6 Botellas 750ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1963497802,47288250
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1963497802,96380
16 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '16 cm', 'struct': {'number': 16, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1963497802,
33 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '33 cm', 'struct': {'number': 33, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1963497802,
7740 g,2025-02-17 04:39:36,"[{'id': None, 'name': '7740 g', 'struct': {'number': 7740, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1963497802,
24.4 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '24.4 cm', 'struct': {'number': 24.4, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1963497802,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1963497802,2290293
"Comidas Típicas del noroeste Argentino como empanadas de carne,humita y tamales.",2025-02-17 04:39:36,"[{'id': '40478649', 'name': 'Comidas Típicas del noroeste Argentino como empanadas de carne', 'struct': None}, {'id': '40478650', 'name': 'humita y tamales.', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1963497802,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1963497802,10792872
"Con vencimiento,Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1963497802,
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1963497802,1359392
PR18112022,2025-02-17 04:39:36,"[{'id': None, 'name': 'PR18112022', 'struct': None}]",SKU,SELLER_SKU,string,MLA1963497802,
Caja,2025-02-17 04:39:36,"[{'id': '7435892', 'name': 'Caja', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1963497802,7435892
6,2025-02-17 04:39:36,"[{'id': '140750', 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1963497802,140750
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1963497802,2292305
Torrontés,2025-02-17 04:39:36,"[{'id': '2107344', 'name': 'Torrontés', 'struct': None}]",Varietal,VARIETAL,string,MLA1963497802,2107344
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1963497802,2107334
1,2025-02-17 04:39:36,"[{'id': None, 'name': '1', 'struct': None}]",Cantidad de packs,PACKS_NUMBER,integer,MLA1415846733,
13.2 %,2025-02-17 04:39:36,"[{'id': '8897077', 'name': '13.2 %', 'struct': {'number': 13.2, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1415846733,8897077
"uvas maduras, durazno, lima y flores blancas que muestras su tipicidad.",2025-02-17 04:39:36,"[{'id': '22090606', 'name': 'uvas maduras, durazno, lima y flores blancas que muestras su tipicidad.', 'struct': None}]",Aromas,AROMAS,string,MLA1415846733,22090606
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1415846733,-1
Cafayate,2025-02-17 04:39:36,"[{'id': '3147372', 'name': 'Cafayate', 'struct': None}]",Marca,BRAND,string,MLA1415846733,3147372
Etchart,2025-02-17 04:39:36,"[{'id': '2388476', 'name': 'Etchart', 'struct': None}]",Bodega,CELLAR,string,MLA1415846733,2388476
16 °C,2025-02-17 04:39:36,"[{'id': '12240407', 'name': '16 °C', 'struct': {'number': 16, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1415846733,12240407
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Incluye estuche,INCLUDES_CASE,boolean,MLA1415846733,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1415846733,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1415846733,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1415846733,2230284
Torrontés,2025-02-17 04:39:36,"[{'id': '13588159', 'name': 'Torrontés', 'struct': None}]",Línea,LINE,string,MLA1415846733,13588159
Vino Blanco Torrontes Cafayate Bodega Etchart - Pack X6 Unid,2025-02-17 04:39:36,"[{'id': '22090541', 'name': 'Vino Blanco Torrontes Cafayate Bodega Etchart - Pack X6 Unid', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1415846733,22090541
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1415846733,96380
32.8 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '32.8 cm', 'struct': {'number': 32.8, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1415846733,
22.6 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '22.6 cm', 'struct': {'number': 22.6, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1415846733,
7300 g,2025-02-17 04:39:36,"[{'id': None, 'name': '7300 g', 'struct': {'number': 7300, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1415846733,
15.6 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '15.6 cm', 'struct': {'number': 15.6, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1415846733,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1415846733,2290293
"Tiraditos,ceviches y platos de la cocina asiática",2025-02-17 04:39:36,"[{'id': '9961599', 'name': 'Tiraditos', 'struct': None}, {'id': '9961607', 'name': 'ceviches y platos de la cocina asiática', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1415846733,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1415846733,10792872
"Con vencimiento,Contiene líquido,Frágil",2025-02-17 04:39:36,"[{'id': '7435888', 'name': 'Con vencimiento', 'struct': None}, {'id': '7435885', 'name': 'Contiene líquido', 'struct': None}, {'id': '7435883', 'name': 'Frágil', 'struct': None}]",Características del producto,PRODUCT_FEATURES,list,MLA1415846733,
Salta,2025-02-17 04:39:36,"[{'id': '17632227', 'name': 'Salta', 'struct': None}]",Regiones,REGIONS,string,MLA1415846733,17632227
Pack,2025-02-17 04:39:36,"[{'id': '1359392', 'name': 'Pack', 'struct': None}]",Formato de venta,SALE_FORMAT,list,MLA1415846733,1359392
21875 | C21875,2025-02-17 04:39:36,"[{'id': None, 'name': '21875 | C21875', 'struct': None}]",SKU,SELLER_SKU,string,MLA1415846733,
Auto-despachable,2025-02-17 04:39:36,"[{'id': '7575939', 'name': 'Auto-despachable', 'struct': None}]",Embalaje del envío,SHIPMENT_PACKING,list,MLA1415846733,7575939
6,2025-02-17 04:39:36,"[{'id': '140750', 'name': '6', 'struct': None}]",Unidades por pack,UNITS_PER_PACK,number,MLA1415846733,140750
750 mL,2025-02-17 04:39:36,"[{'id': '2292305', 'name': '750 mL', 'struct': {'number': 750, 'unit': 'mL'}}]",Volumen de la unidad,UNIT_VOLUME,number_unit,MLA1415846733,2292305
Torrontés,2025-02-17 04:39:36,"[{'id': '2107344', 'name': 'Torrontés', 'struct': None}]",Varietal,VARIETAL,string,MLA1415846733,2107344
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Material del estuche,WINE_CASE_MATERIAL,string,MLA1415846733,-1
Blanco,2025-02-17 04:39:36,"[{'id': '2107334', 'name': 'Blanco', 'struct': None}]",Tipo de vino,WINE_TYPE,string,MLA1415846733,2107334
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Año,YEAR,number,MLA1415846733,-1
13.6 %,2025-02-17 04:39:36,"[{'id': '8897076', 'name': '13.6 %', 'struct': {'number': 13.6, 'unit': '%'}}]",Graduación alcohólica,ALCOHOL_BY_VOLUME,number_unit,MLA1570240316,8897076
"Durazno, damasco, flores blancas",2025-02-17 04:39:36,"[{'id': '26256897', 'name': 'Durazno, damasco, flores blancas', 'struct': None}]",Aromas,AROMAS,string,MLA1570240316,26256897
,2025-02-17 04:39:36,"[{'id': '-1', 'name': None, 'struct': None}]",Tiempo en barrica,BARREL_TIME,number_unit,MLA1570240316,-1
Cafayate,2025-02-17 04:39:36,"[{'id': '3147372', 'name': 'Cafayate', 'struct': None}]",Marca,BRAND,string,MLA1570240316,3147372
Etchart,2025-02-17 04:39:36,"[{'id': '2388476', 'name': 'Etchart', 'struct': None}]",Bodega,CELLAR,string,MLA1570240316,2388476
12 °C,2025-02-17 04:39:36,"[{'id': '12627623', 'name': '12 °C', 'struct': {'number': 12, 'unit': '°C'}}]",Temperatura ideal de consumo,IDEAL_CONSUMING_TEMPERATURE,number_unit,MLA1570240316,12627623
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es bebida sin alcohol,IS_NON_ALCOHOLIC_DRINK,boolean,MLA1570240316,242084
No,2025-02-17 04:39:36,"[{'id': '242084', 'name': 'No', 'struct': None}]",Es orgánico,IS_ORGANIC,boolean,MLA1570240316,242084
Nuevo,2025-02-17 04:39:36,"[{'id': '2230284', 'name': 'Nuevo', 'struct': None}]",Condición del ítem,ITEM_CONDITION,list,MLA1570240316,2230284
Reserve,2025-02-17 04:39:36,"[{'id': '129911', 'name': 'Reserve', 'struct': None}]",Línea,LINE,string,MLA1570240316,129911
Vino Cafayate Reserve Torrontés Botella Caja de 6 botellas 750 Ml,2025-02-17 04:39:36,"[{'id': '47288158', 'name': 'Vino Cafayate Reserve Torrontés Botella Caja de 6 botellas 750 Ml', 'struct': None}]",Título manual,MANUAL_TITLE,string,MLA1570240316,47288158
Cafayate Reserve,2025-02-17 04:39:36,"[{'id': None, 'name': 'Cafayate Reserve', 'struct': None}]",Modelo,MODEL,string,MLA1570240316,
Argentina,2025-02-17 04:39:36,"[{'id': '96380', 'name': 'Argentina', 'struct': None}]",Origen,ORIGIN,string,MLA1570240316,96380
34 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '34 cm', 'struct': {'number': 34, 'unit': 'cm'}}]",Altura del paquete,PACKAGE_HEIGHT,number_unit,MLA1570240316,
24 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '24 cm', 'struct': {'number': 24, 'unit': 'cm'}}]",Largo del paquete,PACKAGE_LENGTH,number_unit,MLA1570240316,
7980 g,2025-02-17 04:39:36,"[{'id': None, 'name': '7980 g', 'struct': {'number': 7980, 'unit': 'g'}}]",Peso del paquete,PACKAGE_WEIGHT,number_unit,MLA1570240316,
15.8 cm,2025-02-17 04:39:36,"[{'id': None, 'name': '15.8 cm', 'struct': {'number': 15.8, 'unit': 'cm'}}]",Ancho del paquete,PACKAGE_WIDTH,number_unit,MLA1570240316,
Botella,2025-02-17 04:39:36,"[{'id': '2290293', 'name': 'Botella', 'struct': None}]",Tipo de envase,PACKAGING_TYPE,string,MLA1570240316,2290293
"Comidas típicas del noroeste argentino,Pescados y mariscos,Cocina asiática",2025-02-17 04:39:36,"[{'id': '26256899', 'name': 'Comidas típicas del noroeste argentino', 'struct': None}, {'id': '20157160', 'name': 'Pescados y mariscos', 'struct': None}, {'id': '13777038', 'name': 'Cocina asiática', 'struct': None}]",Maridajes,PAIRINGS,string,MLA1570240316,
Temperatura ambiente,2025-02-17 04:39:36,"[{'id': '10792872', 'name': 'Temperatura ambiente', 'struct': None}]",Conservación del producto,PRODUCT_CONSERVATION,list,MLA1570240316,10792872
